Institution,Year of Study,GPA,Loadshedding Frequency,Loadshedding Duration,Loadshedding Impact,Student ID
University of Pretoria,4,0.06219241229747741,5,7.063235195300328,Severe,91703
University of Cape Town,1,1.571347098789739,4,18.39146788831074,None,46915
Stellenbosch University,4,2.596376940212059,3,12.32347885738483,Moderate,90783
University of Johannesburg,3,1.31009482216129,0,17.44460883822482,None,18332
University of KwaZulu-Natal,3,0.9096264504040205,2,6.731652584672125,Severe,67722
University of Pretoria,2,1.966419481258321,2,18.47527132553765,None,44880
University of Cape Town,3,3.295016650157157,5,3.061191171462418,Moderate,63207
Stellenbosch University,2,1.835977276936594,4,15.58616473918279,None,21318
University of Johannesburg,2,0.0,5,10.15849444870423,Severe,85619
University of KwaZulu-Natal,3,0.8964177420117447,2,8.788376357398963,Severe,32508
University of Pretoria,2,2.169459253256243,4,0.8444987745855936,None,89234
University of Cape Town,4,2.036826260352489,5,7.047601336530837,None,90538
Stellenbosch University,3,0.4382065307097658,6,11.06459581009819,Severe,40205
University of Johannesburg,3,2.210294192334992,1,8.5121912661456,None,85480
University of KwaZulu-Natal,3,1.547359909141188,3,6.102029736264682,None,32616
University of Pretoria,4,3.71297513691945,0,13.73146495367435,Moderate,36738
University of Cape Town,4,0.0,5,19.93965906248535,Severe,55096
Stellenbosch University,2,2.350083744494852,1,11.08599583314325,None,89473
University of Johannesburg,1,0.8819064028947061,3,20.62921617401089,Severe,80225
University of KwaZulu-Natal,4,3.251510400777802,0,9.894386335821864,Moderate,45357
University of Pretoria,2,1.078823136091647,0,22.23829624525287,None,54355
University of Cape Town,3,0.5693989957204695,4,14.82667070209077,Severe,60787
Stellenbosch University,4,2.509615323100363,1,20.32815771031745,Moderate,86566
University of Johannesburg,1,1.398698858173503,1,9.138102820583807,None,91572
University of KwaZulu-Natal,1,1.418933043592891,2,14.21641049536723,None,55452
University of Pretoria,4,2.740903111730569,6,10.49486710852181,Moderate,17436
University of Cape Town,4,1.9761039282788,4,3.007044332666871,None,47664
Stellenbosch University,3,0.8600761590268207,6,19.28877629620349,Severe,91072
University of Johannesburg,3,0.4952193735078758,0,17.91103600407825,Severe,81573
University of KwaZulu-Natal,1,0.0,6,14.69873805137313,Severe,34178
University of Pretoria,2,0.0,5,21.94289372830747,Severe,28899
University of Cape Town,2,2.750325137323648,5,3.128432685623623,Moderate,24344
Stellenbosch University,3,0.1775086033186455,5,19.50489817926182,Severe,58175
University of Johannesburg,1,3.14868748499002,5,9.504961185257486,Moderate,18120
University of KwaZulu-Natal,4,2.914428197452834,1,21.00039171999518,Moderate,71118
University of Pretoria,2,3.159685255656925,6,3.941356051792928,Moderate,89581
University of Cape Town,3,1.435898791849617,0,2.587675556057086,None,49109
Stellenbosch University,2,0.9774542394222452,6,12.34232802691105,Severe,20477
University of Johannesburg,1,0.5926387638058042,1,10.70651408860976,Severe,22308
University of KwaZulu-Natal,1,1.181645535836418,1,19.78028505597809,None,32304
University of Pretoria,4,1.457244254832436,4,8.96302804215566,None,88292
University of Cape Town,3,1.614498243394075,1,13.93108044488222,None,71600
Stellenbosch University,1,1.222822344703605,5,14.65682432694874,None,31206
University of Johannesburg,4,1.623203700076034,0,16.09914175899237,None,15488
University of KwaZulu-Natal,2,2.028435952345891,3,6.85043024174684,None,23685
University of Pretoria,3,0.5163444648025544,2,23.67193437519699,Severe,94871
University of Cape Town,1,1.381170653700208,2,9.870588042954653,None,70413
Stellenbosch University,4,1.964034433179948,6,6.991967392228362,None,79723
University of Johannesburg,2,3.105747508072272,2,21.41351545571628,Moderate,91878
University of KwaZulu-Natal,3,0.5878027051888097,2,17.62705100337024,Severe,72221
University of Pretoria,2,3.086204552892882,1,17.03363384582667,Moderate,10636
University of Cape Town,1,3.303019763917166,1,17.43314225819001,Moderate,88568
Stellenbosch University,2,0.7777849697025649,2,9.526867293448362,Severe,11656
University of Johannesburg,4,1.46776523374276,3,1.547484531540819,None,59174
University of KwaZulu-Natal,1,1.036032674956691,2,9.815476317460032,Severe,44368
University of Pretoria,1,2.263797407572143,1,11.54155602761525,None,12522
University of Cape Town,1,3.087478340727524,1,1.912956233810792,Moderate,17236
Stellenbosch University,3,2.917704962458531,0,14.1578750849848,Moderate,64903
University of Johannesburg,4,3.563965210916861,6,5.510281466522716,Moderate,57984
University of KwaZulu-Natal,1,3.418625950302339,1,14.07027179862514,Moderate,32660
University of Pretoria,1,2.327240034750092,3,6.047918644348307,None,46304
University of Cape Town,2,3.767803148721102,0,22.19956293800814,Moderate,80438
Stellenbosch University,1,0.4018086325415276,5,5.600467034075257,Severe,39346
University of Johannesburg,4,0.1028139406664836,5,19.36060511727909,Severe,38720
University of KwaZulu-Natal,3,0.4057404713782308,5,17.87744320217459,Severe,35332
University of Pretoria,1,3.528219843742053,1,21.69522752688353,Moderate,54266
University of Cape Town,3,1.887455798553119,0,22.84284576064733,None,36915
Stellenbosch University,1,0.0,4,16.45922504348561,Severe,14688
University of Johannesburg,4,0.3375567885472193,3,5.563622339705102,Severe,80005
University of KwaZulu-Natal,3,2.071515679433575,5,7.870208923668485,None,13428
University of Pretoria,2,2.031434010674411,5,21.42639418048109,None,54084
University of Cape Town,2,0.7527060766933176,2,13.11246169572135,Severe,78257
Stellenbosch University,3,2.65503307509686,1,1.582285397122611,Moderate,96644
University of Johannesburg,1,3.422877653843026,6,4.561170039831756,Moderate,71448
University of KwaZulu-Natal,4,3.847249737023933,3,4.649276843054173,Moderate,97784
University of Pretoria,2,0.6404660228593286,5,15.64561584547037,Severe,45278
University of Cape Town,2,2.570907841866596,5,18.01929425130611,Moderate,57855
Stellenbosch University,4,1.45580690035554,5,2.121086481731341,None,98202
University of Johannesburg,4,3.147561199218112,2,18.76045918230822,Moderate,72713
University of KwaZulu-Natal,4,0.3652742143156942,5,11.10521298129892,Severe,80832
University of Pretoria,3,3.2991351443246,2,5.401780150054244,Moderate,51280
University of Cape Town,4,0.793988891741968,5,1.177092815579286,Severe,39094
Stellenbosch University,1,0.0394177080802609,0,21.94239244107281,Severe,15150
University of Johannesburg,1,0.1186442748884358,5,9.911437098900702,Severe,93662
University of KwaZulu-Natal,3,2.486401159290797,5,14.21449906847224,Moderate,78702
University of Pretoria,4,2.435935344511853,3,2.192193364518779,Moderate,19104
University of Cape Town,4,2.348767419740374,1,15.02660528355056,None,70726
Stellenbosch University,4,3.275085278103358,4,4.639897235213685,Moderate,26684
University of Johannesburg,4,1.939570269523629,6,7.131235484141026,None,97999
University of KwaZulu-Natal,2,0.0,6,5.117068552306338,Severe,30727
University of Pretoria,4,0.7169338390886326,2,13.74512205906585,Severe,65262
University of Cape Town,4,2.487126401215911,0,11.69921045449405,Moderate,56656
Stellenbosch University,1,2.347711784805126,6,10.33720737638911,None,42947
University of Johannesburg,1,3.185514251505491,3,1.219243307438466,Moderate,37638
University of KwaZulu-Natal,1,3.007176022411412,1,8.364147685926717,Moderate,59135
University of Pretoria,1,1.866276490113698,3,0.6577964157098375,None,78809
University of Cape Town,4,2.468039644177332,0,16.04178036705254,Moderate,60935
Stellenbosch University,4,0.9811070191798235,3,3.14647422346236,Severe,62219
University of Johannesburg,2,2.054017129667119,3,6.633911071844901,None,57926
University of KwaZulu-Natal,4,3.03434297406345,6,10.12434139600792,Moderate,69294
University of Pretoria,1,1.546515064770346,5,7.523133396150349,None,52270
University of Cape Town,1,2.310013072177037,6,18.8417930699263,None,62471
Stellenbosch University,3,2.193813097377966,2,22.08406054604966,None,13035
University of Johannesburg,2,1.221635487215391,3,16.94208087231328,None,28696
University of KwaZulu-Natal,1,3.454122067205259,5,3.012877085806033,Moderate,44446
University of Pretoria,1,0.06712344793014102,5,20.35203792179648,Severe,63144
University of Cape Town,4,0.0,2,20.39896815022708,Severe,28709
Stellenbosch University,4,2.766039672587945,4,10.83396680723274,Moderate,85333
University of Johannesburg,1,0.277917513065097,1,1.045975188700022,Severe,24981
University of KwaZulu-Natal,1,3.228100504785742,4,1.391460879308541,Moderate,28524
University of Pretoria,3,2.009478136230844,1,10.01748851747332,None,85626
University of Cape Town,2,2.952685215892367,0,3.082535999775011,Moderate,77297
Stellenbosch University,1,2.039606303606789,4,23.33076047657897,None,15989
University of Johannesburg,4,0.349714997316002,3,13.99930604680072,Severe,52978
University of KwaZulu-Natal,4,1.979560939752343,4,1.695135935920828,None,17528
University of Pretoria,1,0.1002768393530214,4,7.105574521127554,Severe,33746
University of Cape Town,1,3.210955233930101,1,17.8749064065128,Moderate,28629
Stellenbosch University,3,2.554667259601362,4,6.70615612945291,Moderate,90188
University of Johannesburg,2,1.315035568626854,4,3.204100378773804,None,91486
University of KwaZulu-Natal,4,1.634294258700622,1,15.21437671893992,None,93780
University of Pretoria,3,1.928227030278112,0,13.45654911439231,None,30147
University of Cape Town,1,3.154613369720123,0,17.55382726471018,Moderate,45613
Stellenbosch University,4,0.1424929560880887,3,1.985759922822936,Severe,95914
University of Johannesburg,3,3.060158863708963,0,3.351939317898159,Moderate,51153
University of KwaZulu-Natal,4,0.0,1,18.51657880264887,Severe,64389
University of Pretoria,2,0.0,6,21.93554320237752,Severe,27721
University of Cape Town,4,2.865474483141892,4,17.97099156669237,Moderate,69808
Stellenbosch University,2,2.38210217866557,3,12.15678624055964,None,98918
University of Johannesburg,1,2.49779187757852,1,9.026469449122533,Moderate,58443
University of KwaZulu-Natal,2,2.736333906591035,1,15.97823090267545,Moderate,67479
University of Pretoria,2,1.147513493489932,0,22.0959968564896,None,53511
University of Cape Town,1,2.42908437951527,0,17.88910757541583,Moderate,99910
Stellenbosch University,1,2.623812229662557,5,3.866427354645834,Moderate,29014
University of Johannesburg,4,1.146577046761814,0,4.558558114906628,None,94090
University of KwaZulu-Natal,1,1.524952714993546,3,4.128781413273462,None,37305
University of Pretoria,1,0.0,6,1.889866694350345,Severe,12673
University of Cape Town,2,2.107594947325585,1,22.88689867901261,None,29969
Stellenbosch University,4,2.188189601082482,2,23.08658454023888,None,70129
University of Johannesburg,3,2.153286732553443,4,19.14687796685977,None,86367
University of KwaZulu-Natal,1,0.0,6,23.6813186903881,Severe,75152
University of Pretoria,1,2.082073083088587,3,17.66190474175453,None,56441
University of Cape Town,2,1.472827448528892,4,13.42351130778221,None,75323
Stellenbosch University,3,1.670190762703688,5,21.01399324251212,None,96815
University of Johannesburg,3,3.754631424487271,1,21.30534874947196,Moderate,48178
University of KwaZulu-Natal,4,0.0,6,17.9810117706071,Severe,51208
University of Pretoria,3,1.888717322736273,0,16.00639084610227,None,29929
University of Cape Town,3,1.244744366316275,6,0.319979228189565,None,96429
Stellenbosch University,4,1.511316927602855,1,17.42281637832181,None,81608
University of Johannesburg,3,1.121732732593459,3,13.33687514350085,None,76544
University of KwaZulu-Natal,4,2.547391711795638,0,1.065583173898285,Moderate,89702
University of Pretoria,2,0.8135394022270943,5,4.5829231048112,Severe,21441
University of Cape Town,1,3.185118871246685,4,11.22224799850736,Moderate,63569
Stellenbosch University,1,2.81967007153095,4,1.9550708274381,Moderate,80254
University of Johannesburg,2,2.172393552134869,0,20.3855786094273,None,49364
University of KwaZulu-Natal,1,3.235333958961322,4,1.500253189696209,Moderate,98846
University of Pretoria,2,1.895910125865386,4,11.08045601311282,None,14008
University of Cape Town,1,0.6432425005228166,6,11.20014300390009,Severe,11323
Stellenbosch University,3,2.220205989816586,6,19.36735542792753,None,34289
University of Johannesburg,1,2.126609894689112,0,14.30440289481464,None,47976
University of KwaZulu-Natal,4,0.4198553596814172,0,10.72599727349726,Severe,60695
University of Pretoria,4,1.183042700446373,6,9.839094192869702,None,12514
University of Cape Town,3,2.759460297951406,5,2.589607372912832,Moderate,75882
Stellenbosch University,4,3.788371068581346,0,14.30326515882545,Moderate,54804
University of Johannesburg,1,2.260254017045491,0,3.808070922393874,None,19563
University of KwaZulu-Natal,3,0.0,2,15.60562533325085,Severe,75815
University of Pretoria,2,0.0,3,3.927595071855253,Severe,62607
University of Cape Town,1,1.368261509454199,6,3.056132808196479,None,81119
Stellenbosch University,3,1.502144331739199,3,18.87640085620218,None,95115
University of Johannesburg,1,3.297147809760124,1,8.182770144540427,Moderate,10804
University of KwaZulu-Natal,4,2.900372890710371,6,7.505656983049819,Moderate,42039
University of Pretoria,2,3.110112628849602,4,19.42591265176015,Moderate,14015
University of Cape Town,1,0.8148594635106411,6,7.391829331924359,Severe,70346
Stellenbosch University,4,0.03372262965914574,5,8.666853938261347,Severe,38690
University of Johannesburg,1,3.114879710281827,3,12.68241014275923,Moderate,64973
University of KwaZulu-Natal,2,1.883214753237368,6,20.27967773295241,None,65928
University of Pretoria,2,3.781426114409597,6,3.234702114012128,Moderate,23855
University of Cape Town,2,0.5626928125820441,5,20.28953241591505,Severe,77218
Stellenbosch University,2,0.4139183181792855,4,14.56057501552643,Severe,60865
University of Johannesburg,4,0.0,6,7.456795663775476,Severe,41919
University of KwaZulu-Natal,4,0.0,6,22.579932982523,Severe,31618
University of Pretoria,2,2.515351100725602,1,9.248100926626373,Moderate,11251
University of Cape Town,3,2.745191156521096,1,9.419359116210018,Moderate,56672
Stellenbosch University,2,2.213419987346,1,4.171549279721512,None,74820
University of Johannesburg,4,3.007748065293931,2,10.96106494030874,Moderate,66784
University of KwaZulu-Natal,1,1.885566901503984,4,10.56895216827527,None,88709
University of Pretoria,4,2.372560625292857,1,12.40119947881678,None,72936
University of Cape Town,2,0.8411581305651685,5,9.914530602586787,Severe,75755
Stellenbosch University,3,2.758785782372986,3,17.40522766604467,Moderate,37341
University of Johannesburg,3,0.0,4,14.45765331335901,Severe,42125
University of KwaZulu-Natal,1,2.31806208137061,6,15.86934277474553,None,86918
University of Pretoria,4,1.132826744621275,0,10.99808896507077,None,11809
University of Cape Town,3,3.101291709630954,1,16.90663539135794,Moderate,78619
Stellenbosch University,1,2.97195378179316,1,3.62647614840038,Moderate,17569
University of Johannesburg,2,2.440938602279288,6,1.351436710237675,Moderate,78917
University of KwaZulu-Natal,2,0.8197583498022292,5,13.98203027347085,Severe,81235
University of Pretoria,1,3.217096840304678,3,17.22994429969454,Moderate,68196
University of Cape Town,1,1.344958769409263,1,2.82226501139645,None,71861
Stellenbosch University,1,0.9645322094633579,3,23.07360513921296,Severe,89754
University of Johannesburg,3,3.810559505540467,1,13.36287130381453,Moderate,10689
University of KwaZulu-Natal,3,0.2013606421764045,5,11.939386713095,Severe,91573
University of Pretoria,1,1.763097209657633,2,20.49132817861691,None,14155
University of Cape Town,3,0.4099138522427946,3,20.92533916041901,Severe,63235
Stellenbosch University,4,3.2180091012184,6,4.197801567560196,Moderate,72663
University of Johannesburg,4,1.888419524884575,1,17.20843388281172,None,31629
University of KwaZulu-Natal,3,1.297429297594588,4,13.38939605224621,None,49700
University of Pretoria,4,1.153203761111317,5,10.96589172991611,None,15732
University of Cape Town,1,1.920163168926523,2,20.47216333741411,None,42905
Stellenbosch University,3,0.3167720966149075,0,8.624261303780852,Severe,65462
University of Johannesburg,4,1.863253894739617,3,17.154763796879,None,66676
University of KwaZulu-Natal,2,0.0527767858676817,2,18.23472104091582,Severe,59645
University of Pretoria,2,2.879826235477923,5,14.52609761334995,Moderate,98984
University of Cape Town,1,0.0,6,21.93428618963185,Severe,24058
Stellenbosch University,4,3.58077376387457,2,4.2086241493567,Moderate,89792
University of Johannesburg,3,2.726211576145228,0,15.49618782748037,Moderate,98555
University of KwaZulu-Natal,1,2.037604593914669,5,3.37722068343272,None,60212
University of Pretoria,1,0.0,6,4.380592102692977,Severe,28511
University of Cape Town,1,1.65822420610665,4,8.224642560094985,None,81349
Stellenbosch University,2,1.768414470894797,2,14.69061118943545,None,23788
University of Johannesburg,1,0.9845560474402778,4,5.42449327597764,Severe,36820
University of KwaZulu-Natal,1,0.0,4,20.70866394460923,Severe,55841
University of Pretoria,2,0.0389677951682767,1,19.03696007738474,Severe,20132
University of Cape Town,3,1.057125355690158,2,12.36156616043038,None,68340
Stellenbosch University,4,0.01266302182524116,1,7.411749941082344,Severe,64517
University of Johannesburg,4,3.062300246456028,3,5.139400427689633,Moderate,15457
University of KwaZulu-Natal,1,2.624321708992266,5,5.807317095092779,Moderate,27376
University of Pretoria,2,0.3071527815935161,3,7.352734467299622,Severe,34002
University of Cape Town,3,2.07745349371331,6,2.33764677102555,None,34424
Stellenbosch University,4,1.845212571525957,2,3.573574341064795,None,89513
University of Johannesburg,1,0.5411376776737211,0,3.801401110392025,Severe,68004
University of KwaZulu-Natal,4,3.288700748309727,3,22.09262752452082,Moderate,66368
University of Pretoria,2,2.349514533126934,6,23.47084632407476,None,89115
University of Cape Town,1,1.972976439296722,6,1.401999398476423,None,40419
Stellenbosch University,2,2.010403744390507,0,6.609947650420843,None,77221
University of Johannesburg,4,0.7661203077908263,3,4.441572299567096,Severe,78866
University of KwaZulu-Natal,3,0.9918589375557927,6,22.0187149340169,Severe,19307
University of Pretoria,4,2.184884748336062,0,12.4842797474003,None,78342
University of Cape Town,3,0.4179446192035381,2,10.76759104339859,Severe,11043
Stellenbosch University,2,1.480718318222075,5,12.26195607009403,None,11181
University of Johannesburg,1,0.7995732475353342,2,3.915232273744168,Severe,48008
University of KwaZulu-Natal,1,2.497100232206411,3,14.15983011747399,Moderate,13580
University of Pretoria,3,0.3405226290079063,5,5.196372986625802,Severe,51519
University of Cape Town,4,1.831473081255486,3,8.697988951460113,None,43673
Stellenbosch University,1,1.616500141624631,1,12.6532269246449,None,83201
University of Johannesburg,1,0.0,6,23.15944328231404,Severe,83209
University of KwaZulu-Natal,1,1.40477583241355,3,16.85813781117194,None,58108
University of Pretoria,3,0.3445839760535098,2,7.152162989305136,Severe,20535
University of Cape Town,4,2.645738058537171,0,1.42640790264702,Moderate,85490
Stellenbosch University,4,1.370450536202738,1,3.761984319394699,None,18874
University of Johannesburg,2,3.38469773277561,0,4.625354265629995,Moderate,41306
University of KwaZulu-Natal,2,2.413914417287818,4,19.51597407009285,None,96874
University of Pretoria,1,1.343673156888561,1,8.520004939450306,None,68207
University of Cape Town,4,1.886792942129401,1,9.174889541632325,None,26283
Stellenbosch University,3,2.429225539919661,4,17.99868182675409,Moderate,77741
University of Johannesburg,1,1.969769964650492,6,20.60825555121012,None,23807
University of KwaZulu-Natal,1,0.0,1,11.8183406969793,Severe,59166
University of Pretoria,2,2.183968989157563,1,18.72497512918746,None,20855
University of Cape Town,1,2.385691725429883,2,4.674284752959742,Moderate,63651
Stellenbosch University,1,2.446021698813681,5,10.98042074284273,Moderate,94630
University of Johannesburg,2,3.227963180623236,3,17.28191409750101,Moderate,22476
University of KwaZulu-Natal,1,0.0,6,14.85854935035982,Severe,30200
University of Pretoria,2,2.190442134719724,3,21.39087757536398,None,45012
University of Cape Town,2,2.126816184394518,4,19.26897840920585,None,71697
Stellenbosch University,2,2.501543360598647,6,4.797390148540534,Moderate,35640
University of Johannesburg,4,0.0,4,22.81272710215363,Severe,74391
University of KwaZulu-Natal,3,0.1428179678684868,5,10.71939656634765,Severe,56485
University of Pretoria,2,0.4111553353871343,2,3.318053455120868,Severe,32160
University of Cape Town,3,0.9393624612520395,1,19.83308852718875,Severe,22884
Stellenbosch University,1,3.352183753161024,1,9.745327960587698,Moderate,84112
University of Johannesburg,3,0.4859206023520101,3,12.80936992574192,Severe,28464
University of KwaZulu-Natal,2,0.0,4,23.19319293642181,Severe,54076
University of Pretoria,1,2.86541102842663,2,16.59336174579679,Moderate,72218
University of Cape Town,1,3.921019315539579,0,11.83737747536214,Moderate,89354
Stellenbosch University,2,1.90966294812688,5,13.51243617628951,None,75513
University of Johannesburg,4,2.055186633876302,2,5.911785729579893,None,63179
University of KwaZulu-Natal,2,0.05659148371471723,4,23.03097188205936,Severe,90033
University of Pretoria,2,2.752147059518478,6,10.17094397898457,Moderate,92468
University of Cape Town,3,2.229486403450618,3,16.95187325908746,None,68396
Stellenbosch University,1,0.2571464439037539,5,1.511008577155061,Severe,50517
University of Johannesburg,4,1.971944935968678,3,13.44238149212361,None,10011
University of KwaZulu-Natal,1,3.401553726789979,2,9.368169466125615,Moderate,52384
University of Pretoria,1,2.730040678049487,2,11.2684851712129,Moderate,46075
University of Cape Town,2,2.495030517225733,2,1.639879537947164,Moderate,91974
Stellenbosch University,3,0.955742445500761,2,9.182534395151462,Severe,97610
University of Johannesburg,4,2.916462819953257,6,7.196289438698554,Moderate,24592
University of KwaZulu-Natal,4,2.052573877088602,4,17.3649872575183,None,87299
University of Pretoria,2,2.398272156189908,1,13.0956901919796,Moderate,84020
University of Cape Town,1,0.6116320857755317,2,5.154848033703188,Severe,11683
Stellenbosch University,4,2.235124937671304,1,15.69414567366346,None,35807
University of Johannesburg,3,1.329527509731212,3,10.49910735856557,None,99810
University of KwaZulu-Natal,2,0.0,4,23.27611813842144,Severe,78987
University of Pretoria,4,2.995152841143759,4,13.02388082573012,Moderate,12620
University of Cape Town,1,0.0,6,16.34697170428407,Severe,23609
Stellenbosch University,1,0.0,5,14.28427931171818,Severe,99037
University of Johannesburg,2,1.232414006000582,3,5.608784613491589,None,35139
University of KwaZulu-Natal,3,3.193463094946841,0,13.20455056753337,Moderate,19599
University of Pretoria,2,1.552268773099403,2,21.59310982256379,None,80024
University of Cape Town,4,2.238706956964026,6,12.06727772686491,None,83383
Stellenbosch University,4,2.584702504382443,6,20.86272690432326,Moderate,55476
University of Johannesburg,4,1.595082873229968,0,1.512951396856695,None,29508
University of KwaZulu-Natal,2,3.473719657440893,2,12.03780232411493,Moderate,78872
University of Pretoria,1,1.79705297369251,3,6.080404408296999,None,53384
University of Cape Town,1,3.307078442259161,4,5.56350889630632,Moderate,59225
Stellenbosch University,1,2.028188571413177,0,2.155260315781476,None,44794
University of Johannesburg,3,3.51978409783797,4,4.503945754748954,Moderate,34456
University of KwaZulu-Natal,2,2.210225971613532,4,12.17840584088526,None,62884
University of Pretoria,3,1.266350226739431,3,5.437067994534144,None,26674
University of Cape Town,2,0.0,3,9.865805756804646,Severe,51311
Stellenbosch University,2,0.0,4,20.20324546555625,Severe,91508
University of Johannesburg,4,0.3972983558049458,4,16.13420935117209,Severe,38242
University of KwaZulu-Natal,1,1.266410319865896,0,20.38302661721717,None,60796
University of Pretoria,1,1.078867623553516,3,2.653421480309099,None,54629
University of Cape Town,3,1.634651731898899,6,0.3553159558997416,None,56396
Stellenbosch University,1,0.0,5,15.83499510377742,Severe,98656
University of Johannesburg,1,0.0007047681481875401,3,20.0186893866221,Severe,78871
University of KwaZulu-Natal,4,1.445149016158003,4,8.727425681578563,None,36162
University of Pretoria,4,1.079226823792192,1,4.485203682267066,None,53052
University of Cape Town,1,0.9956481704348582,4,21.08945072299499,Severe,41401
Stellenbosch University,1,0.0,3,21.79131950755207,Severe,22845
University of Johannesburg,4,1.194742453951052,5,13.42897213888572,None,56404
University of KwaZulu-Natal,2,0.9246714715492227,4,1.734738807190285,Severe,81676
University of Pretoria,4,0.0,3,16.99960718821639,Severe,16256
University of Cape Town,4,3.041219653504231,0,22.76275050469656,Moderate,10668
Stellenbosch University,2,1.842928157418225,6,11.99725301030796,None,17814
University of Johannesburg,3,0.0,6,8.210435500011027,Severe,11788
University of KwaZulu-Natal,3,2.97799767433514,2,5.212324487594262,Moderate,95123
University of Pretoria,4,0.0,5,23.80485682431377,Severe,25563
University of Cape Town,4,0.8962250136701262,2,23.61710426358785,Severe,59360
Stellenbosch University,1,1.897615020606999,2,8.113029083190987,None,58121
University of Johannesburg,2,1.418877121783245,1,20.19339347756678,None,19648
University of KwaZulu-Natal,4,1.363677326800113,2,21.35203474959211,None,42493
University of Pretoria,2,2.177311870215819,2,16.94806196467828,None,97091
University of Cape Town,2,0.3207922506044254,6,5.995096699240865,Severe,12782
Stellenbosch University,3,3.883186311670376,0,19.96863186944488,Moderate,99998
University of Johannesburg,2,3.793157574804602,1,5.306687305141391,Moderate,99060
University of KwaZulu-Natal,1,3.008611590633297,4,7.862813417629677,Moderate,87743
University of Pretoria,4,2.268154170680555,1,4.97813107276582,None,25813
University of Cape Town,4,0.0,5,14.70388900514144,Severe,10867
Stellenbosch University,2,0.2655454632794707,5,1.070631831572451,Severe,49444
University of Johannesburg,2,0.9750662423221457,4,20.42995986593891,Severe,67629
University of KwaZulu-Natal,2,2.180283032564023,3,20.47706061093113,None,22060
University of Pretoria,3,2.36134593613918,0,23.73647749474327,None,10392
University of Cape Town,3,2.70417498404904,4,12.80982783857556,Moderate,40215
Stellenbosch University,1,2.670669399063497,1,8.386699193880553,Moderate,69405
University of Johannesburg,4,0.0,3,11.67658965276331,Severe,93416
University of KwaZulu-Natal,4,0.851338124142495,5,0.3349571307941739,Severe,54910
University of Pretoria,4,1.67338278222532,5,23.42902632388991,None,95566
University of Cape Town,1,2.809764227607851,3,11.7121671616943,Moderate,74816
Stellenbosch University,3,3.689047586287885,0,19.9787287664124,Moderate,30632
University of Johannesburg,1,2.354544547522309,2,5.512360795042088,None,12253
University of KwaZulu-Natal,4,1.136749947805051,2,18.56651996265158,None,16806
University of Pretoria,2,3.521482733287089,3,4.982167188866314,Moderate,25351
University of Cape Town,4,0.9949783580185648,4,17.10114373401808,Severe,96599
Stellenbosch University,3,2.130431456031421,5,5.5052297760053,None,54782
University of Johannesburg,4,0.584572899944864,0,8.292459542838323,Severe,32536
University of KwaZulu-Natal,3,1.876529651584089,5,18.81520020759217,None,42299
University of Pretoria,3,1.524861787165906,6,2.335267273029961,None,39730
University of Cape Town,2,3.125744099950202,2,9.083201831259164,Moderate,81278
Stellenbosch University,3,3.968920762618738,0,8.056136337574028,Moderate,64294
University of Johannesburg,1,0.1857722435233118,3,13.0610647017115,Severe,52827
University of KwaZulu-Natal,4,2.556060791783041,2,23.30700109379555,Moderate,41965
University of Pretoria,1,2.886126307388323,3,13.48967016779546,Moderate,60771
University of Cape Town,4,1.76718160798335,6,4.56633534756884,None,40208
Stellenbosch University,2,2.658827728229158,2,5.971160592083313,Moderate,63627
University of Johannesburg,4,1.03888491758596,5,22.14089947632276,Severe,82840
University of KwaZulu-Natal,3,0.8866488352955209,3,13.1271113732274,Severe,62824
University of Pretoria,4,0.639485848778847,3,16.89301934022308,Severe,74466
University of Cape Town,2,3.747752344765698,2,4.725854065071982,Moderate,53209
Stellenbosch University,4,2.971514311589975,2,21.56591805178964,Moderate,54952
University of Johannesburg,4,2.489050056920551,5,13.16112848007311,Moderate,25377
University of KwaZulu-Natal,1,1.449719805556004,6,16.78681439420925,None,50679
University of Pretoria,4,1.006288583535186,5,7.789775658063252,Severe,98134
University of Cape Town,1,0.4177850007258657,2,22.08439765963036,Severe,24770
Stellenbosch University,4,2.645680114710262,3,4.266548530063178,Moderate,28773
University of Johannesburg,2,0.2289152357308648,3,11.1154828588033,Severe,51349
University of KwaZulu-Natal,4,1.985184788866728,4,21.19649111823664,None,25458
University of Pretoria,2,1.491714558939918,5,10.91669195882387,None,55858
University of Cape Town,4,2.751935436738977,3,6.077912349096112,Moderate,27179
Stellenbosch University,4,1.273802975406845,0,0.3700893650208252,None,33072
University of Johannesburg,3,3.640928569695681,0,0.5558140644978318,Moderate,90059
University of KwaZulu-Natal,2,2.964070687554137,1,7.431765658221553,Moderate,76427
University of Pretoria,4,0.668569126243727,2,15.23418143214729,Severe,29508
University of Cape Town,2,1.398494490826506,4,16.82373795775967,None,71532
Stellenbosch University,4,0.1286711975813779,6,13.43672722372218,Severe,95927
University of Johannesburg,1,1.939616826399196,1,18.32085739025508,None,88763
University of KwaZulu-Natal,2,3.130109060364935,4,9.713714669742192,Moderate,92154
University of Pretoria,4,1.582513401316385,5,16.5289543065185,None,82612
University of Cape Town,2,1.976239543318826,6,22.46772317083094,None,52129
Stellenbosch University,1,0.0,1,21.20101446599183,Severe,86902
University of Johannesburg,3,0.2489273607185516,0,18.29985171363466,Severe,14072
